x [nm],y [nm],z [nm],sigmax [nm],sigmay [nm],sigmaz [nm],frame
13340.466039324192,11339.309355886311,-275.630029858938,114.323083291319,114.323083291319,351.209601681834,7.0
15205.894737286291,12421.541324222811,532.844050830681,117.494542710127,117.494542710127,332.919251856125,7.0
13946.186661801092,12304.726943912414,152.396336222871,127.268612926431,127.268612926431,86.0829996549474,7.0
15989.745475527592,11590.761064547014,499.367798605534,128.556831260648,128.556831260648,299.06742301479,7.0
15847.052353152414,7662.9574464861535,94.6549301068269,116.210592033443,116.210592033443,353.307797826825,8.0
15265.803733934614,9569.909305568612,461.695281269459,155.600249310729,155.600249310729,353.583418965092,8.0
14161.265530769817,10414.103829977634,217.530056051461,139.289517173321,139.289517173321,311.612051067247,8.0
13956.605941453714,12268.104469622034,20.0639893731916,147.523803088496,147.523803088496,271.140446793087,8.0
12817.617281864914,13550.482088767134,-37.0932177598056,118.269156548735,118.269156548735,368.270256253984,8.0
14316.110436209436,10464.515531884854,103.484011352531,205.798043627634,205.798043627634,347.897248483515,9.0
12761.096449063036,11344.221703382653,-109.522704367418,211.88851189783,211.88851189783,406.372806052532,9.0
13906.384882529735,12333.497422666054,-131.572301298353,114.381555842794,114.381555842794,324.470119750816,9.0
12164.571820310935,13262.314728073454,19.3046687821534,140.075454418897,140.075454418897,285.145453389983,9.0
15808.763893755637,7923.352418756033,486.590771226385,209.365894506088,209.365894506088,359.031817256898,9.0
15555.055989828335,10598.765400990853,741.166209672397,214.3326072384,214.3326072384,442.027633846767,9.0
16128.551704128158,7996.5985846398735,19.8677788513885,96.043684361053,96.043684361053,151.780836797949,10.0
15932.43799049266,9088.795544351544,161.410291794731,184.96043692593,184.96043692593,98.8760516181806,10.0
12511.934885592858,11203.962982676076,448.477195498018,131.136400840925,131.136400840925,333.107266673883,10.0
13950.040812710058,12317.427242133776,43.9979461739135,131.126046769957,131.126046769957,270.013325800781,10.0
13635.046672682658,13171.663385994774,605.153372709847,140.840808113059,140.840808113059,354.841690463828,10.0
16275.50986072718,8600.102371252175,-93.2412138758339,124.705172940435,124.705172940435,386.169864404176,11.0
13961.504199648482,12312.075510202794,137.678282327732,117.890615225319,117.890615225319,104.661957976427,11.0
11951.80432137528,12412.458761605494,186.348569359047,136.168254259877,136.168254259877,289.567654583363,11.0
16421.696617876878,10641.916395338494,1089.26780405137,132.94198714367,132.94198714367,595.113807499069,11.0
13935.294260762104,12316.035450620117,135.445269963603,108.741081935555,108.741081935555,104.885528524246,12.0
13044.501976701804,13507.389269131916,118.321369791178,100.61398932903,100.61398932903,110.82042689305,12.0
13358.222576256923,10567.691830097534,271.256416340271,175.75128253332,175.75128253332,270.704782844278,13.0
15230.123958531323,10904.788140924134,-358.154710227803,140.799263548563,140.799263548563,438.773467996001,13.0
13953.083249526726,12317.285792939134,55.5617549328624,112.525382907294,112.525382907294,223.904298140493,13.0
12046.654086154223,13506.240196983434,166.420953577266,87.4104765449037,87.4104765449037,100.261622096337,13.0
15789.319395426248,10127.844219290457,158.041664878004,150.213784278991,150.213784278991,221.652999884013,14.0
14955.840673328448,10939.375135725955,103.769924164639,151.796472468438,151.796472468438,114.193217455629,14.0
14394.083527947749,11431.785739606856,10.9243296531681,119.245043569142,119.245043569142,150.37820854761,14.0
13953.668058257948,12265.421126455256,163.703511247468,125.826904412442,125.826904412442,113.275977519924,14.0
12013.486420330648,13499.084988905255,191.298899945788,117.295764496511,117.295764496511,159.245903029218,14.0
15750.348299116573,10052.225767680677,102.59282376329,129.107945903611,129.107945903611,260.715143395867,15.0
14057.42046081907,10193.569177182377,171.456081796826,107.703925452139,107.703925452139,83.6170960877583,15.0
12373.829264479473,12913.303347259674,141.473381661807,121.891581270158,121.891581270158,84.2931651935921,15.0
16200.408242239791,8605.093010616016,191.928654017761,129.071119652095,129.071119652095,273.820895726563,16.0
16200.239484372894,8608.448409406807,191.754267182465,131.853872105395,131.853872105395,280.884842966211,16.0
13810.431706559892,10454.183494219096,168.647949701582,151.685429659028,151.685429659028,318.317211646863,16.0
16218.434269939597,10443.179364426796,-358.424384680682,131.091391733548,131.091391733548,402.496179184905,16.0
12344.820933536594,12939.918539703096,124.287382578798,116.460390902669,116.460390902669,94.4729391479351,16.0
12490.154463651794,13454.100299634996,555.654118114388,115.660619580839,115.660619580839,246.526634070247,16.0
15543.297416132917,7466.136335098647,237.756528484263,158.230124108935,158.230124108935,361.180901619244,17.0
14056.325324944017,10262.764045249518,495.431633115417,148.456199827314,148.456199827314,674.008300725601,17.0
12876.353007026417,10962.958761728418,181.642647089501,111.781480553407,111.781480553407,85.2302931344772,17.0
13142.997667568516,12515.622466982815,-102.092424036271,101.195798786554,101.195798786554,192.817586720623,17.0
12477.203828628515,13426.644230719618,510.161962294547,141.320065132096,141.320065132096,293.522756649118,17.0
16392.931285817638,8171.020861840357,317.46276322692,147.380907644281,147.380907644281,314.870354792627,18.0
16106.143287622135,10470.288666606237,-1.03216433541434,114.324684724869,114.324684724869,303.200347871304,18.0
13142.535593403538,11189.114340204636,163.361575560622,211.38104620516,211.38104620516,89.0006547064869,18.0
13052.361302541438,12561.407226364336,157.043809800344,109.536714443044,109.536714443044,75.5180335354538,18.0
12500.53198273694,13444.556429108436,509.198070801236,99.7022828143076,99.7022828143076,273.801780101014,18.0
12555.951174056638,11349.177234187937,790.697839568136,127.034038546459,127.034038546459,352.773889925143,18.0
13567.949753107738,13543.848032667136,448.467886842981,89.2733959396682,89.2733959396682,275.669096585523,18.0
16367.21435721536,8169.063816134257,268.004185043646,192.078176843076,192.078176843076,392.169429764599,19.0
13873.25548182946,10871.026679112158,25.8481535130668,197.949448919325,197.949448919325,416.402887568883,19.0
12951.97400415836,11498.969282814858,126.513760459788,107.55923515621,107.55923515621,95.3968230823196,19.0
11323.21510743986,12970.138943296255,529.441107144576,205.517665152087,205.517665152087,449.074910636931,19.0
12476.02898351396,13457.888997682758,519.692416462283,125.786639372646,125.786639372646,359.740413567577,19.0
13562.77861489096,13546.385872930658,477.051487122564,120.247748557634,120.247748557634,291.927298959814,19.0
16218.332446155984,8151.898768527477,454.477087605829,155.070016797004,155.070016797004,304.511711195067,20.0
13948.409112784384,10787.465923570677,-56.1764374753709,146.177513889947,146.177513889947,414.039372289541,20.0
13588.732762304584,13546.265917527076,474.698835116482,128.584937171772,128.584937171772,298.837409261409,20.0
15777.428851359504,7939.995400637517,87.0072848126856,136.683761596889,136.683761596889,283.464424390531,21.0
15898.421124118904,8806.037573387508,74.1283526194659,125.822092902299,125.822092902299,328.153020924961,21.0
13901.255558743504,10762.655836714895,13.1556857277578,128.953174819414,128.953174819414,345.842164263873,21.0
13838.527986743404,11957.567269955298,-1330.21798709961,132.74332927371,132.74332927371,635.068777570682,21.0
12413.683333651805,13408.479032575598,-149.873978250411,105.136906499773,105.136906499773,356.203643850993,21.0
13555.919351742205,13527.922094861698,469.198966210874,108.549588662726,108.549588662726,220.423055327233,21.0
15646.216198772529,9348.294059012627,213.806993937788,159.507618198596,159.507618198596,296.473932736426,22.0
13596.153542285729,10816.636215902818,340.855978182585,141.569228255105,141.569228255105,261.430908362778,22.0
16532.48263566295,9048.087094314347,163.462156136134,136.769711272033,136.769711272033,94.7404597233594,23.0
16538.740296198852,9049.135656641807,162.888970980698,132.733467192438,132.733467192438,89.4577519110744,23.0
13860.58446966015,10402.725699506138,282.945414813089,127.53091554086,127.53091554086,255.488155980836,23.0
11704.49635046795,13323.915902051038,117.185035931614,118.616666841215,118.616666841215,299.720601980506,23.0
13828.934761615372,10382.306781679958,185.718275817776,111.392715530848,111.392715530848,85.913594806749,24.0
13315.725642479572,11301.338227207158,133.507519654014,125.638333309108,125.638333309108,101.138447898423,24.0
14652.382606891471,11203.843768330258,122.676909930177,156.89504428179,156.89504428179,109.109719842425,24.0
12424.617166876971,11573.602447000758,124.400996906657,119.375742571057,119.375742571057,98.3534946335372,24.0
11745.48067615737,13380.265118306055,184.154251729456,146.311333300855,146.311333300855,149.979371038006,24.0
16022.490047694271,11239.732866966358,943.358901181136,113.724471253525,113.724471253525,394.676052658474,24.0
14185.065940291492,10687.81810351878,845.791840696063,229.675337984074,229.675337984074,550.440573308739,25.0
15394.129505195397,11336.36814425608,63.027909784558,199.341963376672,199.341963376672,221.645091525276,25.0
13310.278331427297,11348.91803005088,170.119647106688,102.019332070609,102.019332070609,97.2267589165702,25.0
13309.724135171897,11349.10731615918,170.395641859546,104.449192367233,104.449192367233,95.8873472483088,25.0
12535.661364320897,11964.91817595538,-149.224170061773,193.046108127937,193.046108127937,370.629527836745,25.0
14697.208345452218,9966.206259933528,247.987422424879,175.156362171486,175.156362171486,493.455947295685,26.0
13715.894024163015,10560.388396870998,94.7916865001455,206.184647288835,206.184647288835,403.381421996862,26.0
13288.446002405217,11367.936869410098,147.08118728175,114.631459762173,114.631459762173,199.385979982959,26.0
15248.942428551418,11487.258831435198,134.113800793495,125.482467011356,125.482467011356,92.4480786568645,26.0
14098.905247925217,12555.6266394359,34.4779300466203,138.291425529056,138.291425529056,159.116580148212,26.0
13246.54798098304,11390.95223631982,135.001122187776,141.316759467826,141.316759467826,168.728731286641,27.0
11669.88305284654,11949.21034470532,-307.201198768669,209.138422675459,209.138422675459,536.273239766037,27.0
14447.16218792764,12589.89175389552,-1199.53443867595,134.074064207908,134.074064207908,616.927680297086,27.0
16154.54706513696,9420.02074790888,25.4484010217777,138.673201900027,138.673201900027,283.198202545545,28.0
15001.19101808876,10342.00964702074,167.060420639823,103.633135616495,103.633135616495,107.544472999179,28.0
12425.837276081462,11152.14971782394,269.290569780001,132.984915012781,132.984915012781,249.943566085212,28.0
12415.47202190876,11182.88093254044,325.743216830659,138.255518370738,138.255518370738,282.466537934603,28.0
14308.939635633062,12693.63630292064,146.723315739192,173.916702377175,173.916702377175,95.2005539224432,28.0
11596.057891007562,13198.48065774214,118.902544764131,166.494155359889,166.494155359889,355.063847976101,28.0
14214.026272085785,10166.30775731936,94.8709108064797,204.248002032396,204.248002032396,423.246620076489,29.0
14943.959633103585,10267.59502969806,18.7884259474026,127.408100938222,127.408100938222,356.610895321456,29.0
13271.860868342384,11367.44823327536,145.303780174492,125.263747989694,125.263747989694,84.5628670543736,29.0
14289.211116040084,11889.56490051166,-2276.08780576195,114.199532575483,114.199532575483,713.285641568454,29.0
13051.889511872583,12613.87673773906,31.7471396275878,115.633218832244,115.633218832244,143.319771757166,29.0
12532.958483803885,13462.80698178206,-138.412601444721,203.516478371675,203.516478371675,438.765198409932,29.0
14217.016944631006,10160.44500271438,375.350667293528,157.712657008223,157.712657008223,371.348544867399,30.0
13202.189456689406,11096.443664810482,82.4259539889854,129.1452720108,129.1452720108,181.082160224577,30.0
13824.81889528443,10315.4966122149,214.359400815503,156.446763477799,156.446763477799,286.45600577064,31.0
16069.69700132683,11557.226595538,44.4283292467753,173.666901956429,173.666901956429,293.217757201498,31.0
13342.51715819563,12814.8146079422,112.271226657785,144.530600808954,144.530600808954,103.487428871871,31.0
13770.441807886951,10410.849332534322,317.474527346071,155.476645365945,155.476645365945,296.876572760474,32.0
14763.19030248455,10629.55353459112,113.262631151144,122.564184239363,122.564184239363,98.9678608941609,32.0
12149.808304803551,11604.52595685212,245.86832020686,148.036305020752,148.036305020752,399.070474853251,32.0
15647.18693792735,11690.173811818722,16.3393995791535,219.2408005125,219.2408005125,617.614269863414,32.0
13794.60828957665,13037.057902303122,697.121493483935,139.718569061618,139.718569061618,379.806322632559,32.0
14956.698537351474,10782.07279601364,149.861917147294,180.984599521404,180.984599521404,80.7049493814515,33.0
12083.121985435871,11604.312707538242,170.725596429903,119.656418228729,119.656418228729,339.255827623342,33.0
15111.922884860574,11917.28484067984,754.228328548775,137.801419580799,137.801419580799,589.620017292779,33.0
15335.354265977374,9454.79256975395,494.42602342909,208.236756240615,208.236756240615,430.303200036269,33.0
14266.973643137671,11001.12224562144,690.362562163113,107.124840693465,107.124840693465,202.049740316739,33.0
16456.411682137095,9643.877342171592,609.256392783406,125.912681331739,125.912681331739,285.482087967284,34.0
14614.545262809896,10417.978469237662,127.699442414444,122.679244615022,122.679244615022,101.032874467483,34.0
15015.785262237896,12355.390503660465,-465.372161670055,132.725547659438,132.725547659438,466.781037423363,34.0
15660.01836071702,7574.719261460942,164.592620365372,173.644939968973,173.644939968973,333.959202941407,35.0
16434.515680861317,9665.128759523472,611.301300544371,120.720088771327,120.720088771327,283.657847741711,35.0
12194.77943146382,12021.274629377782,94.707036142888,107.072261138003,107.072261138003,103.939157575413,35.0
15444.33426016392,12004.44108491508,715.625103749093,177.478951647149,177.478951647149,445.010725031926,35.0
15697.72294657884,9130.405882282392,228.822122225613,135.946475943796,135.946475943796,259.773610526009,36.0
14955.98784718664,10345.144983444105,148.774675091836,120.077163467178,120.077163467178,82.6792266693294,36.0
12170.89324910434,11961.044857450504,-72.2868290241388,90.9337924613698,90.9337924613698,201.382766048494,36.0
14692.92679621534,12373.427735927702,697.658721966453,170.011187617646,170.011187617646,537.643576953184,36.0
14695.16757693674,12385.177655764302,700.252742462363,143.593963247149,143.593963247149,447.696865999285,36.0
16329.465643044065,9418.018503192105,526.118028089129,120.775074264844,120.775074264844,248.329807776671,37.0
15715.933433465165,10458.204331740624,166.151664056186,136.65573711735,136.65573711735,86.4217326550641,37.0
12307.974658871364,12022.542052452523,108.194959268589,202.125206481357,202.125206481357,94.4721436218785,37.0
11554.073268010665,12486.616425635224,175.467494759188,118.568070939727,118.568070939727,273.745079202503,37.0
15091.341013403964,7223.996377689393,504.371642315015,162.491893981785,162.491893981785,318.706563568553,37.0
15294.416374479186,7303.278052681953,421.920817704295,142.795863834582,142.795863834582,284.050508219681,38.0
14714.523884564684,10512.142044428345,130.798012083127,123.631282824713,123.631282824713,98.6131878625912,38.0
13709.910054404389,10994.766797970244,141.023343429394,130.992827879251,130.992827879251,91.3735929484224,38.0
12196.404203025386,12002.330180106344,-943.650904480179,87.2647308856343,87.2647308856343,403.084757098875,38.0
13005.259485608884,12340.354965742745,122.172811788847,146.161945681236,146.161945681236,91.5151807237592,38.0
11627.572390961786,12541.400945396845,366.500560145741,114.572962821757,114.572962821757,244.43617412592,38.0
15279.32727762231,7309.342326874813,340.103549111677,152.795663880678,152.795663880678,334.636124771923,39.0
13814.99684077071,10418.801821104964,224.696864337882,228.409265922912,228.409265922912,450.555359870459,39.0
12910.695333970209,11156.168665908064,170.548490657318,149.494978295013,149.494978295013,80.6197294749444,39.0
12188.428470157109,11996.812177073663,-135.689629506918,114.052967822963,114.052967822963,178.534368600835,39.0
11172.402027846509,12423.658984432164,663.589451202113,158.05617617109,158.05617617109,357.866913022569,39.0
13825.49189666491,13055.652600374464,149.608057353916,128.503522882495,128.503522882495,90.7371164408543,39.0
15678.06270562793,7719.004868495924,285.381956714169,131.896283385276,131.896283385276,387.924883899444,40.0
15760.59929554023,9090.029061703031,140.914239408173,115.064855579448,115.064855579448,94.3599497864209,40.0
12172.08420223493,11891.285677624384,-83.5291869480318,140.275298852547,140.275298852547,353.630989013029,40.0
13843.704594866933,13080.875774982884,150.179207042486,111.004414936827,111.004414936827,78.2648304106806,40.0
13425.91060046323,12486.040752304983,600.140021780074,126.577389655157,126.577389655157,89.4805428986914,40.0
15919.295716697254,7874.173857299764,-163.707614655464,148.476511311664,148.476511311664,493.70378807574,41.0
12331.088533205251,11322.740048492404,153.588879744967,139.589008617403,139.589008617403,96.5970233811019,41.0
13590.270032664854,13467.030396004404,-95.3923908060087,121.741121336103,121.741121336103,296.686377067415,41.0
14660.417764318852,6912.721520618114,714.545776001615,134.906386463316,134.906386463316,365.39438666349,41.0
15807.103675641376,7572.462491414625,182.096722778456,114.05547357494,114.05547357494,195.755817792275,42.0
15951.965652955976,8253.778268724884,-1966.46208394743,107.281188043257,107.281188043257,717.736452201735,42.0
14918.498877080476,10129.487252010624,357.646954681832,131.482416293051,131.482416293051,271.033046037243,42.0
14246.857904013676,10549.166890209124,184.705390493344,107.821255207864,107.821255207864,92.8090752325182,42.0
13585.012352192376,10840.394985424224,-2801.41343933726,124.136041067741,124.136041067741,648.302856291032,42.0
11511.176934073375,12466.892404396724,171.090351588686,89.729115417787,89.729115417787,95.1262735862145,42.0
14176.676233955077,12813.519427017623,74.9608562803649,148.174053230114,148.174053230114,143.595739894335,42.0
11834.281371331075,13042.633577972125,135.883917684009,110.621011350061,110.621011350061,136.831330305453,42.0
14956.190810144475,12007.549953149224,646.404564474182,137.443295009315,137.443295009315,198.104169104657,42.0
15932.997778552,8271.991719967475,118.877832164096,125.404551676097,125.404551676097,114.211725340107,43.0
14918.3874044613,10088.837447982543,433.794454020271,115.889023956166,115.889023956166,243.840720419126,43.0
14216.8884954427,10510.587674900646,186.075572249087,85.9733325933998,85.9733325933998,84.3573880096774,43.0
14231.1341430679,11555.107029102144,46.2939539549125,135.423624684268,135.423624684268,144.550712344498,43.0
12986.339899289898,11536.040032248746,119.169427454536,112.766766807663,112.766766807663,95.359114287148,43.0
12359.610204683398,12069.679923515543,123.254477381318,213.754892273017,213.754892273017,108.364409283112,43.0
15349.700507340698,12132.689362228944,750.76180525149,178.118084715638,178.118084715638,393.347162905132,43.0
13079.455640117798,12847.057765400545,122.777887439451,130.808256566249,130.808256566249,100.118588998135,43.0
14889.37912231262,10040.092648545064,481.113371504905,132.491116341858,132.491116341858,319.738105750369,44.0
16040.12764528542,10581.985898141664,20.5874759566227,124.220249919025,124.220249919025,259.897304441436,44.0
12954.79857091532,11501.430647779564,-1434.02102416951,101.057326528275,101.057326528275,710.190804588082,44.0
15524.20280613572,12214.596659567764,636.616818558515,156.007327772434,156.007327772434,344.557844892365,44.0
12186.13649805192,11970.952936564465,20.818964469657,112.279405515926,112.279405515926,151.93706439538,44.0
11272.41165043442,12571.541024141665,220.886331095781,134.560976007865,134.560976007865,268.999776169897,44.0
16307.019514264644,9483.711894321745,120.683040028233,174.966957356447,174.966957356447,330.166667181116,45.0
14853.794677440144,10577.723147885585,74.0722976238676,160.704239451403,160.704239451403,208.973732953812,45.0
16070.283863325045,10585.393318422286,120.033282312959,113.228332926499,113.228332926499,92.058259486543,45.0
11889.947280345345,12164.835783021086,138.705006945755,213.98941263711,213.98941263711,334.516751792017,45.0
14791.673599274243,12884.833207757983,379.508197004909,165.365164153572,165.365164153572,417.667578150759,45.0
12113.566867821744,13181.282774571286,-45.9884869455889,152.717443908492,152.717443908492,335.354291664243,45.0
14718.489184965165,10611.778070194605,-54.8616922898357,114.819125996249,114.819125996249,289.459480292841,46.0
15406.696296294163,10592.630548748604,0.953158412834455,91.7652442222487,91.7652442222487,177.547478169731,46.0
15838.728796751466,11873.270943301704,42.8660228047268,125.325999527894,125.325999527894,293.106045449628,46.0
12009.066725413666,12781.111613194606,-20.1704174457973,138.361152088049,138.361152088049,307.957575749603,46.0
12059.692116762966,12123.523624133904,603.933097283556,143.581318220986,143.581318220986,483.368869378423,46.0
14952.248504944966,12616.096867505805,640.29863307505,136.152153695642,136.152153695642,402.404376271138,46.0
16065.061474970164,9526.163891343484,641.066694364269,125.189608394463,125.189608394463,403.731593214342,46.0
16110.502812054388,10113.713490820326,-104.063700001114,117.923067622848,117.923067622848,376.239298070383,47.0
13562.159700952889,10734.341721117626,497.324534880945,147.886312983487,147.886312983487,360.363009585443,47.0
15804.990057214389,11869.507488546324,164.569737642329,118.49397853158,118.49397853158,226.537968099133,47.0
13690.40589366539,13356.078110376026,-2353.58953987534,114.015621246777,114.015621246777,637.341583163819,47.0
14764.43904231169,6878.726451626986,877.449755476452,148.735093034018,148.735093034018,381.153113469249,47.0
14755.792139880688,12510.495365774026,1108.9933909159,195.891216385278,195.891216385278,719.0491568938,47.0
16136.888411568709,10142.531114960948,13.9050936122794,120.340466351783,120.340466351783,276.207964388638,48.0
13787.826452692809,10864.481880351048,578.274691710733,161.187255072057,161.187255072057,213.087356763743,48.0
15893.968244422507,10931.158867855947,-180.426085967739,97.7765022226286,97.7765022226286,566.870155598742,48.0
15793.28438689091,11771.983394153547,161.515565860038,130.840155844475,130.840155844475,98.2662322994864,48.0
14602.532049381707,12906.932288405947,-686.736881618245,165.357738844283,165.357738844283,594.765581381097,48.0
11657.50947410161,13397.079338596148,194.662009061359,137.540527122885,137.540527122885,330.505229857842,48.0
16089.096813324632,8113.725241294836,417.753736161582,211.686817434326,211.686817434326,573.344420661179,49.0
15914.895190250232,10947.842592454866,5.84622269841725,121.338267669668,121.338267669668,358.755158111579,49.0
12268.881157568032,11491.405257806466,17.6756582232003,132.708569499938,132.708569499938,291.528462602265,49.0
15800.875986060932,11781.687243930966,44.7989327142968,103.297952040408,103.297952040408,232.602792795991,49.0
11598.074939470733,12274.477647653866,554.485315540237,133.076798921716,133.076798921716,309.583220510365,49.0
14600.985102001632,12944.867783047366,-36.249815389067,143.27796559302,143.27796559302,297.232176470658,49.0
14810.306050560355,9955.309784311488,263.503757076411,122.494363076893,122.494363076893,285.033577418578,50.0
15967.743114516355,10970.988903915488,-620.74113908797,116.687673134748,116.687673134748,650.293654457696,50.0
12206.277518460956,11503.855314005188,151.710732009839,104.046721948478,104.046721948478,85.5966020263522,50.0
11648.855532813355,13474.921270058188,410.984854366084,155.633660680932,155.633660680932,354.797748604637,50.0
15407.640492084676,11345.099114458008,57.7860837741976,135.776721013002,135.776721013002,156.9773016299,51.0
14151.195728906576,11890.459240692207,133.218998020716,156.535862795253,156.535862795253,90.1565739679924,51.0
11570.649958428476,12664.091175804208,130.814468210971,124.141912443179,124.141912443179,294.35246450861,51.0
16027.8837582371,11009.109404725428,-76.1812413018854,164.203068578881,164.203068578881,442.076609485459,52.0
12717.9413893872,10905.912641919927,184.97585756445,117.039424280936,117.039424280936,260.072033667375,52.0
12063.3963866576,12004.020803927628,35.4739713232766,134.308730643053,134.308730643053,155.957752818587,52.0
13256.200519504298,13684.753826027229,386.755879850834,123.65006523634,123.65006523634,259.490520262702,52.0
16042.481505409922,11025.582892113149,18.6282673025962,120.508824526361,120.508824526361,287.47070694417,53.0
12305.538382297822,11973.074406995647,344.962927745001,137.207606438221,137.207606438221,303.925663023419,53.0
12303.48635938722,11971.063297368948,345.930414274189,117.285690720285,117.285690720285,275.004673037784,53.0
12155.305310239422,13667.663296205646,213.547611728899,147.832892691807,147.832892691807,311.810996687705,53.0
15986.325722651643,8959.307804555408,55.4101469345637,170.414320084577,170.414320084577,246.317276327314,54.0
16447.296345674742,10169.19926455957,58.0703801110085,103.938489143786,103.938489143786,243.399966517874,54.0
16067.379391369945,11012.248695640268,146.329714944607,77.3643404134549,77.3643404134549,94.0447175628146,54.0
12198.717797363144,11964.434746973668,125.900355750866,127.498853749278,127.498853749278,223.066298042342,54.0
15611.157410870344,12061.696655692269,62.0519107762282,162.869253976996,162.869253976996,202.631929977441,54.0
16058.725864715769,11105.207349708788,110.143708253799,142.239076773904,142.239076773904,263.7815118634,55.0
13472.027317464466,12280.297071304987,100.255672989001,117.162634870853,117.162634870853,108.979116483249,55.0
13318.374921079469,13651.922525154589,381.968163440957,128.97455658845,128.97455658845,276.725271987964,55.0
15967.121094383789,11028.792927488308,-0.632213952985921,135.697319245267,135.697319245267,394.59700868819,56.0
11602.333062392388,12582.85121051191,242.211162125201,146.201873513685,146.201873513685,348.148346298927,56.0
12920.182665108488,11522.508724818308,-68.3514298259597,102.949388651541,102.949388651541,365.252359582664,56.0
13301.007452837788,13600.741756876509,275.176305917796,178.588844800756,178.588844800756,344.982391822892,56.0
11465.013707388487,13357.47339040451,550.774577928313,115.096104393673,115.096104393673,74.9205432184607,56.0
14218.745885566512,10044.15446552213,345.650770360488,117.322316416722,117.322316416722,269.212260245823,57.0
12232.594627835211,11311.49209167393,268.922914239865,139.670318618163,139.670318618163,309.775948435422,57.0
12472.194894747312,12273.85559289893,125.976852239319,141.733470089744,141.733470089744,83.5984989326386,57.0
11999.638081456911,12841.73161014143,95.5703566563841,120.3754644709,120.3754644709,95.7010120642553,57.0
15515.849813493034,7529.915412274439,562.273579826686,131.04186099626,131.04186099626,287.69298612607,58.0
12338.615692665036,11101.59308624855,431.933900409563,117.607334706662,117.607334706662,340.566875055547,58.0
12360.940717486335,11098.58783724135,426.036314068108,100.410004641855,100.410004641855,287.018825543851,58.0
